id	direction	origin_kind	producer	fetch_api	current_policy	wrapper_chain	terminal_consumer	operation	byte_range	oos_capable	classification	required_handling	current_handling	verdict	evidence	test	finding_id	followup
X-005	reverse	vacuum	overflow pages (helper->forward_recdes forwarding)	-	n/a	vacuum_heap_record REC_BIGONE branch->heap_ovf_delete	overflow page dealloc	vacuum_bigone	header/OID (forwarding) + overflow body	no	EXCLUDED	n/a	n/a	EXCLUDED	src/query/vacuum.c:2537-2584; helper->record NOT populated for REC_BIGONE; OOS+BIGONE invariant guard abort() @2547-2557	9.6	-	excluded by OOS+bigone invariant; abort() is REVERT-BEFORE-MERGE instrumentation
X-006	reverse	wal_redo_image	REC_NEWHOME forwarding insert (temp_recdes)	-	n/a	heap_insert_newhome->log_append_undoredo_recdes RVHF_INSERT (forwarding)	forwarding slot redo	insert_forwarding	header/OID (REC_RELOCATION forwarding recdes)	no	EXCLUDED	n/a	n/a	EXCLUDED	src/storage/heap_file.c:21905 log_append_undoredo_recdes(RVHF_INSERT,NULL,&temp_recdes) forwarding; :21102 heap_build_forwarding_recdes; 8B OID only	-	-	forwarding pointer, not an OOS-bearing body (covered as producer in R-007)
R-101	reverse	cdc_undo_image	cdc_get_recdes	log_get_undo_record	-	cdc_get_recdes->cdc_get_undo_record->log_get_undo_record	cdc_make_dml_loginfo	reconstruct stored-form undo (old-row) heap image from WAL undo record	full	yes	STORED_SAFE	produce stored-form image with OOS stubs intact (invariant 2); do not expand at reconstruction	stored-form image built as-is; no expand, no raw value parse here	CORRECT	src/transaction/log_manager.c:11286 cdc_get_undo_record; :11305 log_get_undo_record; :11456,11484,11515 dispatch by rcvindex (RVHF_DELETE/UPDATE, RVHF_MVCC_DELETE_MODIFY_HOME/UPDATE_NOTIFY_VACUUM)	-	R2-CDC-STOREDFORM	-
R-102	reverse	cdc_redo_image	cdc_get_recdes	logpb_copy_from_log	-	cdc_get_recdes->(RVHF_MVCC_INSERT/RVHF_UPDATE_NOTIFY_VACUUM/RVHF_UPDATE redo build)	cdc_make_dml_loginfo	reconstruct stored-form redo (new-row) heap image from WAL redo data (unzip + optional log_diff + OR header rebuild)	full	yes	STORED_SAFE	produce stored-form new image with OOS stubs intact; VOT IS_OOS bits copied verbatim in body	body (VOT + variable area incl. OOS stubs) memcpy verbatim; OR header/CHN rebuilt; no value expand	CORRECT	src/transaction/log_manager.c:11640-11880 redo build; :11745-11763 OR header rebuild + body memcpy; :11884 LOG_UNDOREDO_DATA	-	R2-CDC-STOREDFORM	-
R-103	reverse	cdc_undo_image	cdc_make_dml_loginfo	heap_attrinfo_read_dbvalues	-	cdc_make_dml_loginfo->heap_attrinfo_read_dbvalues->heap_attrinfo_read_dbvalues_with_oos_prefetch->heap_attrvalue_read->heap_attrvalue_point_variable->heap_attrvalue_read_oos_inline->oos_read	cdc_put_value_to_loginfo (packed DB_VALUE)	read old-row column values (cond/PK columns) from undo_recdes	variable	yes	RESOLVE	attribute-layer OOS Resolve per column via heap_attrvalue_point_variable OR_IS_OOS -> oos_read	heap_attrinfo_read_dbvalues resolves OOS-backed attrs; DB_VALUEs deep-cloned then packed logically	CORRECT	src/transaction/log_manager.c:13006 heap_attrinfo_read_dbvalues(undo); src/storage/heap_file.c:10944,10688-10716,10613,10476-10479,10419 oos_read	-	R2-CDC-RESOLVE-OK	-
R-104	reverse	cdc_redo_image	cdc_make_dml_loginfo	heap_attrinfo_read_dbvalues	-	cdc_make_dml_loginfo->heap_attrinfo_read_dbvalues->...->oos_read	cdc_put_value_to_loginfo (packed DB_VALUE)	read new-row column values (changed columns) from redo_recdes	variable	yes	RESOLVE	attribute-layer OOS Resolve per column	heap_attrinfo_read_dbvalues resolves OOS-backed attrs; values packed logically via cdc_put_value_to_loginfo	CORRECT	src/transaction/log_manager.c:13067 heap_attrinfo_read_dbvalues(redo); :13170,13213,13231 cdc_put_value_to_loginfo	-	R2-CDC-RESOLVE-OK	-
R-105	reverse	flashback	flashback_make_loginfo	cdc_get_recdes	-	flashback_make_loginfo->cdc_get_recdes(redo,is_flashback=true)->...; ->cdc_make_dml_loginfo(is_flashback=true)->heap_attrinfo_read_dbvalues->oos_read	flashback_pack_loginfo -> client (util_cs flashback)	INSERT: materialize new-row values for flashback loginfo	variable	yes	RESOLVE	same attribute-layer Resolve as CDC; ship packed DB_VALUE loginfo, never raw recdes	identical path to CDC via is_flashback flag; resolves OOS	FOLLOWUP	src/transaction/flashback.c:947 cdc_get_recdes; :961 cdc_make_dml_loginfo; :685 flashback_pack_loginfo memcpy(entry->log_info)	-	R2-FLASHBACK-LIFETIME	R-110
R-106	reverse	flashback	flashback_make_loginfo	cdc_get_recdes	-	flashback_make_loginfo->cdc_get_recdes(undo+redo,is_flashback=true)->cdc_make_dml_loginfo(is_flashback=true)->heap_attrinfo_read_dbvalues->oos_read	flashback_pack_loginfo -> client	UPDATE: materialize old (cond) + new (changed) values	variable	yes	RESOLVE	attribute-layer Resolve for both undo and redo images	resolves OOS both sides; REC_ASSIGN_ADDRESS undo treated as INSERT (redo only)	FOLLOWUP	src/transaction/flashback.c:990 cdc_get_recdes; :1004 REC_ASSIGN_ADDRESS branch; :1021 cdc_make_dml_loginfo	-	R2-FLASHBACK-LIFETIME	R-110
R-107	reverse	flashback	flashback_make_loginfo	cdc_get_recdes	-	flashback_make_loginfo->cdc_get_recdes(undo,is_flashback=true)->cdc_make_dml_loginfo(is_flashback=true)->heap_attrinfo_read_dbvalues->oos_read	flashback_pack_loginfo -> client	DELETE: materialize old-row (cond/PK) values	variable	yes	RESOLVE	attribute-layer Resolve of undo image	resolves OOS; packed logically	FOLLOWUP	src/transaction/flashback.c:1050 cdc_get_recdes(undo)	-	R2-FLASHBACK-LIFETIME	R-110
R-108	reverse	supplemental_log	log_append_supplemental_undo_record	-	-	log_append_supplemental_undo_record->log_append_supplemental_info(LOG_SUPPLEMENT_UNDO_RECORD); consume: cdc_get_undo_record(LOG_SUPPLEMENTAL_INFO)	cdc_make_dml_loginfo (via cdc_get_recdes LOG_SUPPLEMENTAL_INFO branch)	log a stored-form undo recdes image into supplemental log for CDC	full	yes	PRESERVE_PHYSICAL	store recdes bytes verbatim (type + data incl. OOS stubs); resolve only at consumption	image stored as-is (memcpy type+data); later read + resolved via attribute layer	CORRECT	src/transaction/log_manager.c:4968 log_append_supplemental_undo_record; :11454 LOG_SUPPLEMENTAL_INFO->cdc_get_undo_record; src/transaction/flashback.c:424 cdc_get_undo_record	-	R2-SUPPL-PHYS	-
R-109	reverse	cdc_undo_image	cdc_get_overflow_recdes	-	-	cdc_get_recdes->cdc_get_overflow_recdes (RVOVF_CHANGE_LINK/RVOVF_NEWPAGE_LINK/RVOVF_PAGE_UPDATE)	cdc_make_dml_loginfo->heap_attrinfo_read_dbvalues	reconstruct overflow (REC_BIGONE) undo/redo image	full	no	STORED_SAFE	none needed: OOS+bigone is rejected at write (CBRD-26937) so overflow images carry no OOS stubs; if any present, attr layer would still Resolve	overflow path reconstructs bigone image; OOS stubs cannot coexist with REC_BIGONE	CORRECT	src/transaction/log_manager.c:11522,11553 cdc_get_overflow_recdes dispatch; OOS-CONTEXT ER_HEAP_OOS_OVERPASS_MAXOBJ_SIZE rejection	-	R2-OVF-NOOOS	-
R-110	reverse	flashback	oos_read	-	-	flashback/CDC undo-image Resolve -> oos_read follows old-version head OOS OID into OOS value chain	oos_read (OOS file chunk fetch)	resolve OLD-version OOS-backed attribute whose value chain may already be vacuum-reclaimed	variable	yes	RESOLVE	old OOS value chains must survive until the consumer reads them; no retention/pin exists for CDC/flashback	code attempts Resolve unconditionally; no guard that the old value chain still lives (vacuum reclaims on old-version cleanup; slot reuse CBRD-26950)	FOLLOWUP	"src/storage/oos_file.cpp:1684 oos_read; OOS-CONTEXT invariant 2/3 (old chains live until vacuum) + CBRD-26950 slot reuse; missing-feature note ""CDC flashback OOS-stub Resolve"""	-	R2-FLASHBACK-LIFETIME	-
X-101	reverse	supplemental_log	cdc_make_ddl_loginfo	-	-	cdc_make_ddl_loginfo(supplement_data)	CDC DDL loginfo	parse DDL supplemental payload (SQL text + user), no heap instance record	none	no	EXCLUDED	n/a	DDL supplement carries statement text/classoid, not a heap record variable area; no OOS attributes	EXCLUDED	src/transaction/log_manager.c:337 cdc_make_ddl_loginfo	-	-	-
X-102	reverse	cdc_undo_image	cdc_make_dml_loginfo	or_rep_id/or_chn	-	cdc_make_dml_loginfo->or_rep_id(recdes)/or_chn(recdes)	repid/CHN metadata	read representation id + CHN from recdes header for PK lookup and caching	header/CHN	no	EXCLUDED	n/a	header-word reads only; do not touch the variable area / OOS stubs	EXCLUDED	src/transaction/log_manager.c:13100,13104 or_rep_id; :10955 or_chn	-	-	-
X-103	reverse	cdc_undo_image	cdc_check_if_schema_changed	-	-	cdc_make_dml_loginfo->cdc_check_if_schema_changed(recdes,attr_info)	schema-change guard	compare recdes repid against attr_info representation	header/CHN	no	EXCLUDED	n/a	reads repid header only; on mismatch emits logical error loginfo, never ships raw bytes	EXCLUDED	src/transaction/log_manager.c:12996,13057 cdc_check_if_schema_changed; :12970-13001 FLASHBACK_ERROR_HANDLING + cdc_make_error_loginfo	-	-	-
X-104	reverse	flashback	flashback_pack_loginfo	-	-	flashback_pack_loginfo->memcpy(ptr, entry->log_info, entry->length)	client (util_cs flashback)	pack already-built DML loginfo entries for the client	none	no	EXCLUDED	n/a	entry->log_info holds packed DB_VALUEs produced after OOS Resolve; not a recdes, no stubs	EXCLUDED	src/transaction/flashback.c:685 flashback_pack_loginfo memcpy	-	-	-
X-105	reverse	supplemental_log	log_append_supplemental_lsa	-	-	log_append_supplemental_lsa(classoid, undo_lsa, redo_lsa)	supplemental log (INSERT/UPDATE/DELETE)	log OID + undo/redo LSA references for CDC to follow	none	no	EXCLUDED	n/a	logs only classoid + LSAs (24B), no record image bytes; CDC later reconstructs via cdc_get_recdes	EXCLUDED	src/transaction/log_manager.c:4912 log_append_supplemental_lsa	-	-	-
X-106	reverse	cdc_redo_image	cdc_put_value_to_loginfo	-	-	cdc_put_value_to_loginfo(db_value)->db_elo/LOB extraction	packed loginfo	extract/format value (incl. LOB) from a resolved DB_VALUE	none	no	EXCLUDED	n/a	operates on resolved db_value, not recdes; LOB path reads ELO locator already materialized by Resolve	EXCLUDED	src/transaction/log_manager.c:13736 cdc_put_value_to_loginfo; :14100 LOB extract	-	-	-
X-107	reverse	cdc_undo_image	cdc_make_error_loginfo	-	-	cdc_make_dml_loginfo->cdc_make_error_loginfo(trid,user,dml_type,classoid)	CDC error loginfo	emit a logical error entry when class repr unavailable / schema changed	none	no	EXCLUDED	n/a	builds a metadata-only error entry; no record body, no OOS	EXCLUDED	src/transaction/log_manager.c:12972,12984,13000,13061 cdc_make_error_loginfo	-	-	-
R-201	reverse	repl_log_gen	repl_log_insert	-	-	repl_log_insert->or_pack_mem_value(class_name+PK)	LOG_REPL_RECORD.repl_data (WAL replication log)	insert/update/delete	none	no	NO_BODY	NONE: log carries packed PK DB_VALUE + LSA pointer, never a heap RECDES image	LOG_REPLICATION_DATA packs class_name+key DB_VALUE; after-image reached via repl_rec->lsa into WAL	CORRECT	src/transaction/replication.c:293-473 repl_log_insert; LOG_REPLICATION_DATA branch or_pack_string_with_length+or_pack_mem_value(key_dbvalue); rcvindex LSA from repl_insert_lsa/tail_lsa/oos_insert_lsa_queue	8.1-8.4	-	-
R-202	reverse	repl_log_gen	locator_add_or_remove_index_internal	-	-	heap_recdes_contains_oos->loop thread_p->oos_oids->repl_log_insert(RVREPL_OOS_INSERT|RVREPL_DUMMY_OOS_RECORD,key)	WAL repl log; LSA points at master OOS chunk WAL record	insert/delete	none	yes	PROPAGATE	PROPAGATE: replica needs per-chunk WAL LSA to redo its own oos_insert	one OOS repl log emitted per master oos_oid; LSA popped from oos_insert_lsa_queue; NULL OID -> DUMMY marker	FOLLOWUP	src/transaction/locator_sr.c:8150-8168 (inside locator_add_or_remove_index_internal @7869); repl_log_insert RVREPL_OOS_INSERT/RVREPL_DUMMY_OOS_RECORD	8.1	FIND-R3-01	"known refactoring item ""Unnecessary OOS replication log in locator_add_or_remove_index"": OOS repl-log emission lives in PK-index maintenance path, not the natural heap-force path (see Optimization Idea B)"
R-203	reverse	repl_log_gen	locator_update_force	-	-	heap_recdes_contains_oos(new_recdes)->loop thread_p->oos_oids->repl_log_insert(RVREPL_OOS_INSERT|DUMMY,new_key)	WAL repl log; LSA->master OOS chunk WAL record	update	none	yes	PROPAGATE	PROPAGATE: replica redoes its own oos_insert from chunk LSAs	OOS repl logs emitted before RVREPL_DATA_UPDATE repl log using new PK	CORRECT	src/transaction/locator_sr.c:8941-8975 locator_update_force	8.2	-	-
R-210	reverse	ha_apply	la_get_recdes	la_get_log_data (WAL)	-	la_get_log_data->recdes->{data,length} alias WAL redo image	la_repl_add_object->LC_COPYAREA->xlocator_repl_force	insert/update	full	yes	PRESERVE_PHYSICAL	PRESERVE_PHYSICAL: ship master physical after-image incl OOS inline stubs; OIDs repaired on replica	extracts raw master after-image with OOS stubs unchanged (not re-demoted); comment acks OR_MVCC_FLAG_HAS_OOS present	CORRECT	"src/transaction/log_applier.c:5302-5414 la_get_recdes; :5389 comment ""OOS records may already carry OR_MVCC_FLAG_HAS_OOS"""	8.1-8.4	-	-
R-211	reverse	ha_apply	la_apply_insert_log	la_get_recdes	-	la_get_recdes(RVHF_INSERT/RVHF_MVCC_INSERT)->la_repl_add_object(LC_FLUSH_INSERT)	LC_COPYAREA->xlocator_repl_force	insert	full	yes	PRESERVE_PHYSICAL	PRESERVE_PHYSICAL: ship raw after-image with stubs	ships master heap image (stubs intact) into repl copyarea	CORRECT	src/transaction/log_applier.c:6200-6303 la_apply_insert_log	8.1	-	-
R-212	reverse	ha_apply	la_apply_update_log	la_get_recdes	-	la_get_recdes(RVHF_UPDATE/...)->la_repl_add_object(LC_FLUSH_UPDATE)	LC_COPYAREA->xlocator_repl_force	update	full	yes	PRESERVE_PHYSICAL	PRESERVE_PHYSICAL: ship raw after-image with stubs	ships master heap image (stubs intact) into repl copyarea	CORRECT	src/transaction/log_applier.c:5820-5918 la_apply_update_log	8.2	-	-
R-213	reverse	ha_apply	la_apply_delete_log	-	-	la_repl_add_object(class,item,NULL)	LC_COPYAREA(LC_FLUSH_DELETE)->xlocator_repl_force	delete	none	no	NO_BODY	NONE: delete ships PK key only, no record image	recdes=NULL; only packed PK forwarded	CORRECT	src/transaction/log_applier.c:5709-5751 la_apply_delete_log	8.3	-	-
R-214	reverse	ha_apply	la_apply_oos_insert_log	la_get_recdes (WAL)	-	la_get_recdes(RVOOS_INSERT chunk)->la_repl_add_object(LC_FLUSH_INSERT_OOS)	LC_COPYAREA->locator_oos_insert_force	insert(oos-chunk)	full	na	PROPAGATE	PROPAGATE: ship OOS value payload for replica oos_insert	single-chunk: reads chunk record from WAL and ships as LC_FLUSH_INSERT_OOS before heap row	CORRECT	src/transaction/log_applier.c:6044-6184 la_apply_oos_insert_log	8.1-8.4	-	-
R-215	reverse	ha_apply	la_rebuild_oos_recdes	la_get_log_data (WAL walk)	-	WAL forward-walk RVOOS_INSERT chunks->concat payloads->recdes	la_apply_oos_insert_log->LC_FLUSH_INSERT_OOS->locator_oos_insert_force	insert(oos-multichunk)	full	na	PROPAGATE	PROPAGATE: reassemble full OOS value across chunks, ship for replica oos_insert	walks WAL by trid, validates total_data_length, concatenates chunk bodies (headers stripped), captures master head OID for sql.log cache	CORRECT	src/transaction/log_applier.c:4872-5010 la_rebuild_oos_recdes	5.5/8.4	-	-
R-216	reverse	ha_apply	la_get_current	-	-	la_disk_to_obj->la_get_current->OR_IS_OOS->la_resolve_oos_value_for_sql_log(OOS cache)	sql.log (sl_write_insert/update_sql) audit artifact	insert/update	variable	yes	RESOLVE	RESOLVE: OOS-flagged columns must be resolved to values, never emit stub bytes	per var attr checks OR_IS_OOS(raw_offset); reads head OID+full length from stub then resolves value via OOS cache keyed by master head OID; miss=ER_FAILED	CORRECT	src/transaction/log_applier.c:3868-4035 la_get_current (:3974 vars_oos branch); :3836-3858 la_resolve_oos_value_for_sql_log	-	-	sql.log is HA audit artifact, not the replicated data path; correctly OOS-aware
R-217	reverse	ha_apply	la_apply_dummy_oos_log	-	-	sets apply->need_oos_rebuild=true	next la_apply_oos_insert_log (multi-chunk rebuild trigger)	insert(oos-marker)	none	no	NO_BODY	NONE: control marker only	no record consumed; arms multi-chunk rebuild for following OOS insert	CORRECT	src/transaction/log_applier.c:6019-6029 la_apply_dummy_oos_log	8.4	-	-
R-220	reverse	repl_force	xlocator_repl_force	LC_REPL_RECDES_FOR_ONEOBJ (network copyarea)	-	copyarea->locator_repl_prepare_force->[locator_fixup_oos_oids_in_recdes]->locator_insert_force/locator_update_force	heap spage_insert (replica heap)	insert/update	full	yes	PRESERVE_PHYSICAL	PRESERVE_PHYSICAL + OID fixup: client image carries master stubs; repair head OIDs to replica chains before heap insert	for INSERT/UPDATE (not LC_FLUSH_INSERT_OOS) when heap_recdes_contains_oos, runs fixup then reinserts raw image via locator_insert/update_force	CORRECT	src/transaction/locator_sr.c:7043-7159 xlocator_repl_force; fixup gate :7089-7098	8.1-8.4	-	-
R-221	reverse	repl_force	locator_fixup_oos_oids_in_recdes	-	-	walk VOT->OR_IS_OOS(offset)->or_put_oid(thread_p->oos_oids[k]) into stub head-OID slot	in-place recdes patch (8B head OID/stub; 8B full length preserved)	insert/update	variable	yes	PRESERVE_PHYSICAL	SAFETY: overwrite each master head OID with replica-local head OID; prevents source OOS OID being read as value or dangling on replica	rewrites head OID from replica oos_oids in stub order; empty/short/count-mismatch -> ER_HA_GENERIC_ERROR	CORRECT	src/transaction/locator_sr.c:14166-14263 locator_fixup_oos_oids_in_recdes	8.1-8.4	-	-
R-222	reverse	repl_force	locator_oos_insert_force	-	-	strip OOS_RECORD_HEADER->oos_insert(replica vfid)->thread_p->oos_oids.push_back(replica oid)	oos_insert -> replica OOS value chain	insert(oos-chunk)	full	na	PROPAGATE	PROPAGATE: replica performs own oos_insert (invariant: slave OIDs may differ from master)	strips on-log OOS header, rejects underflow, inserts payload, appends replica head OID to thread_p->oos_oids	CORRECT	src/transaction/locator_sr.c:5287-5339 locator_oos_insert_force; src/storage/oos_file.cpp:1130 push_back	8.1-8.4	-	-
R-223	reverse	repl_force	locator_repl_prepare_force	heap_get_visible_version	HEAP_RECDES_CONSUME_RAW_BYTES	heap_get_visible_version(PEEK,CONSUME_RAW_BYTES)->old_recdes	none (old_recdes not forwarded; locator_update_force gets NULL oldrecdes)	update	full	yes	EXPAND	DONT_CONSUME sufficient: old_recdes content is not consumed as raw bytes after prepare returns	fetches OLD replica record with CONSUME_RAW_BYTES (Expand); result unused (only existence/CHN needed)	OVER_EXPAND	src/transaction/locator_sr.c:6939-6960 locator_repl_prepare_force; old_recdes refs only :7009,:7084	8.2	FIND-R3-02	cross-ref forward audit (fwd-locator) explicit-policy inventory; candidate downgrade to HEAP_RECDES_DONT_CONSUME_RAW_BYTES after confirming old_recdes truly unused
X-201	reverse	repl_log_gen	repl_log_insert_statement	-	-	repl_log_insert_statement->pack REPL_INFO_SBR (stmt_txt,user,...)	WAL repl log (LOG_REPLICATION_STATEMENT/SCHEMA)	statement/schema	none	no	EXCLUDED	-	packs statement text + schema info, no heap RECDES image	EXCLUDED	src/transaction/replication.c:524-616 repl_log_insert_statement	-	-	statement-based repl, no record image; not a raw-recdes consumer
X-202	reverse	repl_log_gen	repl_data_*_log_dump	-	-	fprintf of packed key/value for debug	debug FILE stream	-	none	no	EXCLUDED	-	debug dump of already-packed repl payload; not a consumption path	EXCLUDED	src/transaction/replication.c:68-160 repl_data_insert/udpate/delete/schema_log_dump	-	-	debug-only dump helpers, no heap image consumption
X-203	reverse	ha_apply	la_get_overflow_recdes / la_get_relocation_recdes	la_get_log_data	-	sub-helpers of la_get_recdes for REC_BIGONE/REC_RELOCATION reassembly	(folded into R-210 recdes)	insert/update	full	yes	EXCLUDED	-	duplicate: internal helpers of la_get_recdes already accounted in R-210	EXCLUDED	src/transaction/log_applier.c la_get_recdes:5333-5363 calls	-	-	duplicate of R-210 (raw WAL image assembly); same PRESERVE_PHYSICAL classification
X-204	reverse	ha_apply	load_server_loader.cpp heap_recdes_contains_oos	-	-	loaddb bulk-load HA guard	loaddb server loader	insert(bulk)	full	yes	EXCLUDED	-	out of scope: loaddb bulk path, not HA replication apply	EXCLUDED	src/loaddb/load_server_loader.cpp heap_recdes_contains_oos guard	-	-	cross-ref fwd-heap / fwd-misc (loaddb bulk insert), not the replication/HA record path
R-301	reverse	copyarea_ship	locator_lock_and_return_object	locator_get_object policy=HEAP_RECDES_CONSUME_RAW_BYTES	CONSUME	locator_lock_and_return_object -> locator_get_object -> locator_lock_and_get_object_internal -> heap_get_visible_version_internal -> heap_record_replace_oos_oids; pack via locator_return_object_assign	client workspace (tf_disk_to_mem) via LC_COPYAREA	pack single instance record into LC_COPYAREA_ONEOBJ shipped to CS client	full	yes	EXPAND	EXPAND	EXPAND	CORRECT	src/transaction/locator_sr.c:2340 locator_lock_and_return_object (CONSUME at :2341, explicit OOS comment :2336-2339); pack locator_return_object_assign:2211 obj->length=recdes.length; callers xlocator_fetch:2525, xlocator_fetch_lockset:3160/3254, xlocator_fetch_lockhint_classes:11649	dynamic: fetch OOS-backed instance via csql/API, small copyarea -> S_DOESNT_FIT retry, value+length match	-	-
R-302	reverse	copyarea_ship	xlocator_fetch_all	heap_next policy=HEAP_RECDES_CONSUME_RAW_BYTES	CONSUME	xlocator_fetch_all -> heap_next(...CONSUME...) -> heap_record_replace_oos_oids; pack loop :2915-2931	unloaddb (unload_printer -> desc_disk_to_obj, OOS-blind) and any LC_FETCH_ALL client via LC_COPYAREA	pack instance batch into LC_COPYAREA shipped to client	full	yes	EXPAND	EXPAND	EXPAND	CORRECT	src/transaction/locator_sr.c:2912-2913 xlocator_fetch_all heap_next CONSUME; obj->length=recdes.length:2920; consumer src/executables/unload_object.c:1538 locator_fetch_all -> :1387 desc_disk_to_obj; src/loaddb/load_object.c:915 desc_disk_to_obj OOS-blind	dynamic: unloaddb a class with OOS-backed VARCHAR, verify dumped values not stub bytes	-	CBRD-26948
R-303	reverse	copyarea_ship	xlocator_lock_and_fetch_all	heap_get_visible_version + heap_next policy=HEAP_RECDES_CONSUME_RAW_BYTES	CONSUME	xlocator_lock_and_fetch_all -> (lock path) heap_next DONT_CONSUME for OID then heap_get_visible_version CONSUME; (no-lock path) heap_next CONSUME -> heap_record_replace_oos_oids; pack :2174-2190	CS client via LC_COPYAREA	pack locked instance batch into LC_COPYAREA shipped to client	full	yes	EXPAND	EXPAND	EXPAND	CORRECT	src/transaction/locator_sr.c:12150-12151 heap_get_visible_version CONSUME (shipped record), :12166-12167 heap_next CONSUME (no-lock path); :12125-12126 heap_next DONT_CONSUME is OID/lock only, re-fetched at 12150; obj->length=recdes.length:12179	dynamic: locked scan fetch of OOS-backed rows, value match after grow-retry	-	-
R-304	reverse	copyarea_ship	locator_return_object_assign	locator_get_object (CHN-uptodate branch, no fetch)	CONSUME(no-op)	locator_return_object_assign S_SUCCESS_CHN_UPTODATE -> obj->length=-chn, offset=-1, LC_FETCH_VERIFY_CHN	CS client (CHN verification, no record body)	signal client that cached CHN is current; no record bytes shipped	header/CHN	yes	STORED_SAFE	STORED_SAFE	STORED_SAFE	CORRECT	src/transaction/locator_sr.c:2229-2257 S_SUCCESS_CHN_UPTODATE branch ships no body	-	-	-
R-305	reverse	client_parse	server copyarea (R-301/302/303)	-	-	css opaque byte transport -> LC_RECDES_TO_GET_ONEOBJ -> tf_disk_to_mem	tf_disk_to_mem (client, OOS-blind)	client parses shipped instance record bytes into memory object	full	yes	EXPAND	EXPAND(server-side)	EXPAND(server-side)	CORRECT	src/transaction/locator_cl.c:3435,3453 tf_disk_to_mem; :3737 LC_RECDES_TO_GET_ONEOBJ; OOS-blind by design, safety = server always expands (R-301/302/303 satisfied)	-	-	-
R-306	reverse	client_parse	xlocator_fetch_all (R-302)	-	-	locator_fetch_all -> LC_COPYAREA -> unload_printer -> LC_RECDES_TO_GET_ONEOBJ -> desc_disk_to_obj	desc_disk_to_obj (unloaddb/loaddb, OOS-blind)	unloaddb dumps each fetched instance record	full	yes	EXPAND	EXPAND(server-side)	EXPAND(server-side)	CORRECT	src/executables/unload_object.c:1385-1387 unload_printer; src/loaddb/load_object.c:906-915 desc_disk_to_obj is_unloaddb, no OOS handling; depends on R-302 expanding	dynamic: unloaddb+loaddb round-trip of multi-chunk OOS VARCHAR/VARBIT	-	CBRD-26948
R-307	reverse	heap_reinsert	redistribute_partition_data	heap_get_visible_version policy=HEAP_RECDES_CONSUME_RAW_BYTES	CONSUME	redistribute_partition_data -> heap_get_visible_version CONSUME (expanded, stub-free) -> locator_insert_force(raw recdes) -> heap_create_insert_context -> heap_insert_logical	partition heap file (new instance record)	move instance from source heap to partition heap during redistribute	full	yes	EXPAND	EXPAND	EXPAND	CORRECT	src/transaction/locator_sr.c:13064-13066 heap_get_visible_version CONSUME; :13077-13080 locator_insert_force(&recdes); locator_insert_force:5060 recdes->type=REC_HOME, :5063 heap_create_insert_context, :5079 heap_insert_logical (raw, no attrinfo transform); expand clears HAS_OOS src/storage/heap_oos.cpp:282 and rewrites VOT stub-free :293	dynamic: redistribute partitioned table with OOS-backed rows, verify values and no stub bytes on target	F26847-R4-02	CBRD-26847-followup-no-redemote
R-308	reverse	heap_reinsert	locator_force replication apply (RBR)	client copyarea recdes WITH OOS stubs (physical repl image)	PRESERVE	locator_force -> locator_repl_prepare_force -> heap_recdes_contains_oos(recdes) -> locator_fixup_oos_oids_in_recdes (remap stub OIDs to fresh server OOS OIDs) -> locator_insert_force(raw recdes WITH stubs)	heap file (new instance record, physical OOS stubs preserved)	replica applies replicated heap record retaining OOS stubs	full+stubs	yes	PRESERVE_PHYSICAL	PRESERVE_PHYSICAL	PRESERVE_PHYSICAL	CORRECT	src/transaction/locator_sr.c:7089-7098 heap_recdes_contains_oos+locator_fixup_oos_oids_in_recdes; :7105-7112 locator_insert_force with stub recdes; fixup src/transaction/locator_sr.c:14166-14263 remaps thread_p->oos_oids into VOT via or_put_oid	dynamic: HA/RBR replicate INSERT of OOS-backed row, verify replica value + fresh server-side OOS OIDs	-	rev-repl
R-309	reverse	heap_reinsert	locator_force LC_FLUSH_INSERT_OOS	replication OOS chunk copyarea (OOS_RECDES, not heap instance)	PRESERVE	locator_force LC_FLUSH_INSERT_OOS -> locator_oos_insert_force -> oos_insert; produced server OOS OIDs collected in thread_p->oos_oids for R-308 fixup	OOS file chunk records	replica inserts replicated OOS value chunks before heap record	full	n/a	PRESERVE_PHYSICAL	PRESERVE_PHYSICAL	PRESERVE_PHYSICAL	CORRECT	src/transaction/locator_sr.c:7102-7103 locator_oos_insert_force; :5287 locator_oos_insert_force; OOS chunk not a heap instance recdes but part of stub-carrying reinsert machinery	-	-	rev-repl
R-310	reverse	heap_reinsert	client DML insert (locator_attribute_info_force)	heap_attrinfo_transform_to_disk (write-time demotion)	PRESERVE	locator_attribute_info_force -> locator_allocate_copy_area_by_attr_info -> heap_attrinfo_transform_to_disk[_except_lob] (demotes largest-first) -> build_record WITH stubs -> locator_insert_force(raw)	heap file (new instance record)	normal client INSERT builds demoted record then stores it	full+stubs	yes	PRESERVE_PHYSICAL	PRESERVE_PHYSICAL	PRESERVE_PHYSICAL	CORRECT	src/transaction/locator_sr.c:7495/7499 heap_attrinfo_transform_to_disk[_except_lob] in locator_allocate_copy_area_by_attr_info; demotion heap_attrinfo_determine_disk_layout src/storage/heap_file.c:12095; provenance (a) self-demotes	-	-	fwd-locator
